...1,mun,gini,mes,year,cve,mun_name,trat,pto,trat_1,mean_t1,trat_2,month,dia,date
1,C75,0.452936605768079,Enero,2003,C75,Apatzingan,1,0,1,0.05555555555555555,1,1,1,2003-01-01
2,C76,0.360484632612861,Enero,2003,C76,Arteaga,0,0,0,0,0,1,1,2003-01-01
3,C77,0.387905885941999,Enero,2003,C77,Cotija,1,0,1,0.05555555555555555,1,1,1,2003-01-01
4,C78,0.291176470588235,Enero,2003,C78,Charapan,0,0,0,0,0,1,1,2003-01-01
5,C79,0.238792102206736,Enero,2003,C79,Cheran,0,0,0,0,0,1,1,2003-01-01
6,C80,0.299180999180999,Enero,2003,C80,Chilchota,1,0,1,0.05555555555555555,1,1,1,2003-01-01
7,C81,0.309855710442651,Enero,2003,C81,Gabriel Zamora,0,0,0,0,0,1,1,2003-01-01
8,C82,0.482191470054446,Enero,2003,C82,Hidalgo,1,0,1,0.05555555555555555,1,1,1,2003-01-01
9,C83,0.481463570027774,Enero,2003,C83,Jacona,0,0,0,0,0,1,1,2003-01-01
10,C84,0.462853989839476,Enero,2003,C84,Jiquilpan,0,0,0,0,0,1,1,2003-01-01
11,C85,0.326037147174962,Enero,2003,C85,Jungapeo,1,0,1,0.05555555555555555,1,1,1,2003-01-01
12,C86,0.442304539585567,Enero,2003,C86,La Piedad,0,0,0,0,0,1,1,2003-01-01
13,C87,0.473545756327624,Enero,2003,C87,Lazaro Cardenas,0,0,0,0,0,1,1,2003-01-01
14,C88,0.484002130163457,Enero,2003,C88,Los Reyes,1,0,1,0.05555555555555555,1,1,1,2003-01-01
15,C89,0.472491766578966,Enero,2003,C89,Morelia,0,0,0,0,0,1,1,2003-01-01
16,C90,0.43188223895715,Enero,2003,C90,Mugica,0,0,0,0,0,1,1,2003-01-01
17,C92,0.245454545454546,Enero,2003,C92,Nuevo Urecho,0,0,0,0,0,1,1,2003-01-01
18,C93,0.19754363283775,Enero,2003,C93,Paracuaro,0,0,0,0,0,1,1,2003-01-01
19,C94,0.428585394466712,Enero,2003,C94,Paracho,0,0,0,0,0,1,1,2003-01-01
20,C95,0.472937449658625,Enero,2003,C95,Patzcuaro,1,0,1,0.05555555555555555,1,1,1,2003-01-01
21,C96,0.321312296518908,Enero,2003,C96,Periban,1,0,1,0.05555555555555555,1,1,1,2003-01-01
22,C97,0.391972208270551,Enero,2003,C97,Quiroga,1,0,1,0.05555555555555555,1,1,1,2003-01-01
23,C98,0.417429897988982,Enero,2003,C98,Sahuayo,0,0,0,0,0,1,1,2003-01-01
24,C99,0.461887453796839,Enero,2003,C99,Tacambaro,1,0,1,0.05555555555555555,1,1,1,2003-01-01
25,D01,0.494384513078173,Enero,2003,D01,Taretan,1,0,1,0.05555555555555555,1,1,1,2003-01-01
26,D02,0.389619243277106,Enero,2003,D02,Tinguindin,1,0,1,0.05555555555555555,1,1,1,2003-01-01
27,D03,0.527660063163939,Enero,2003,D03,Tocumbo,1,0,1,0.05555555555555555,1,1,1,2003-01-01
28,D04,0.352506519849319,Enero,2003,D04,Turicato,1,0,1,0.05555555555555555,1,1,1,2003-01-01
29,D05,0.449014117264289,Enero,2003,D05,Uruapan,1,0,1,0.05555555555555555,1,1,1,2003-01-01
30,D06,0.295389658454055,Enero,2003,D06,Venustiano Carranza,0,0,0,0,0,1,1,2003-01-01
31,D07,0.507446075985099,Enero,2003,D07,Zacapu,0,0,0,0,0,1,1,2003-01-01
32,D08,0.474062226613826,Enero,2003,D08,Zamora,0,0,0,0,0,1,1,2003-01-01
33,D09,0.473848842215729,Enero,2003,D09,Zitacuaro,1,0,1,0.05555555555555555,1,1,1,2003-01-01
34,D10,0.3437367243479,Enero,2003,D10,Tarimbaro,1,0,1,0.05555555555555555,1,1,1,2003-01-01
35,H44,0.187606691703653,Enero,2003,H44,Angangueo,0,0,0,0,0,1,1,2003-01-01
36,K77,0.187428571428571,Enero,2003,K77,Acuitzio,1,0,1,0.05555555555555555,1,1,1,2003-01-01
37,K78,0.39790126926275,Enero,2003,K78,Ario,1,0,1,0.05555555555555555,1,1,1,2003-01-01
38,K79,0.23859649122807,Enero,2003,K79,Erongaricuaro,1,0,1,0.05555555555555555,1,1,1,2003-01-01
39,K80,0.405129913391073,Enero,2003,K80,La Huacana,0,0,0,0,0,1,1,2003-01-01
40,K81,0,Enero,2003,K81,Huiramba,1,0,1,0.05555555555555555,1,1,1,2003-01-01
41,K82,0.343794326241135,Enero,2003,K82,Lagunillas,1,0,1,0.05555555555555555,1,1,1,2003-01-01
42,K83,0.297377106131666,Enero,2003,K83,Madero,1,0,1,0.05555555555555555,1,1,1,2003-01-01
43,K84,0.337679404057916,Enero,2003,K84,Salvador Escalante,1,0,1,0.05555555555555555,1,1,1,2003-01-01
44,K85,0.320683903252711,Enero,2003,K85,Tingambato,1,0,1,0.05555555555555555,1,1,1,2003-01-01
45,K86,0.155865463494668,Enero,2003,K86,Tzintzuntzan,1,0,1,0.05555555555555555,1,1,1,2003-01-01
46,L22,0.293201868188895,Enero,2003,L22,Angamacutiro,0,0,0,0,0,1,1,2003-01-01
47,L23,0.19351408825093,Enero,2003,L23,Jose Sixto Verduzco,0,0,0,0,0,1,1,2003-01-01
48,L24,0.27511961722488,Enero,2003,L24,Morelos,0,0,0,0,0,1,1,2003-01-01
49,L25,0.254225673823664,Enero,2003,L25,Panindicuaro,0,0,0,0,0,1,1,2003-01-01
50,L26,0.479708431836092,Enero,2003,L26,Penjamillo,0,0,0,0,0,1,1,2003-01-01
51,L27,0.392617251774425,Enero,2003,L27,Puruandiro,0,0,0,0,0,1,1,2003-01-01
52,M45,0.1,Enero,2003,M45,Churumuco,0,0,0,0,0,1,1,2003-01-01
53,N97,0.39514645902855,Enero,2003,N97,Tlalpujahua,0,0,0,0,0,1,1,2003-01-01
54,O21,0.370689888858769,Enero,2003,O21,Tepalcatepec,0,0,0,0,0,1,1,2003-01-01
55,O22,0.382594060481025,Enero,2003,O22,Buenavista,0,0,0,0,0,1,1,2003-01-01
56,O23,0.218281430219146,Enero,2003,O23,Pajacuaran,0,0,0,0,0,1,1,2003-01-01
57,O24,0.439048780613853,Enero,2003,O24,Zinapecuaro,1,0,1,0.05555555555555555,1,1,1,2003-01-01
58,O25,0.231292517006803,Enero,2003,O25,Querendaro,0,0,0,0,0,1,1,2003-01-01
59,O26,0.187028657616893,Enero,2003,O26,Indaparapeo,0,0,0,0,0,1,1,2003-01-01
60,O27,0.242870145631068,Enero,2003,O27,Ocampo,1,0,1,0.05555555555555555,1,1,1,2003-01-01
61,O28,0.375394570707071,Enero,2003,O28,Vista Hermosa,0,0,0,0,0,1,1,2003-01-01
62,O29,0.320859242509893,Enero,2003,O29,Tanhuato,0,0,0,0,0,1,1,2003-01-01
63,O30,0.247819548872181,Enero,2003,O30,Brisenas,0,0,0,0,0,1,1,2003-01-01
64,O31,0,Enero,2003,O31,Zinaparo,0,0,0,0,0,1,1,2003-01-01
65,O32,0.298697916666667,Enero,2003,O32,Churintzio,0,0,0,0,0,1,1,2003-01-01
66,O33,0.356131563382074,Enero,2003,O33,Numaran,0,0,0,0,0,1,1,2003-01-01
67,O34,0.363164299431483,Enero,2003,O34,Maravatio,0,0,0,0,0,1,1,2003-01-01
68,O35,0.394301974160937,Enero,2003,O35,Contepec,0,0,0,0,0,1,1,2003-01-01
69,O36,0.408683579452228,Enero,2003,O36,Huetamo,0,0,0,0,0,1,1,2003-01-01
70,O37,0.270569620253165,Enero,2003,O37,San Lucas,0,0,0,0,0,1,1,2003-01-01
71,O39,0.339563820207256,Enero,2003,O39,Tangancicuaro,1,0,1,0.05555555555555555,1,1,1,2003-01-01
72,O40,0.35714817849959,Enero,2003,O40,Purepero,1,0,1,0.05555555555555555,1,1,1,2003-01-01
73,O41,0.252910052910053,Enero,2003,O41,Tlazazalca,0,0,0,0,0,1,1,2003-01-01
74,O43,0.404761904761905,Enero,2003,O43,Cojumatlan de Regules,0,0,0,0,0,1,1,2003-01-01
75,O44,0.219272727272727,Enero,2003,O44,Irimbo,0,0,0,0,0,1,1,2003-01-01
76,O45,0.158730158730159,Enero,2003,O45,Aporo,0,0,0,0,0,1,1,2003-01-01
77,O46,0.38780684754522,Enero,2003,O46,Tuxpan,1,0,1,0.05555555555555555,1,1,1,2003-01-01
78,O47,0.179966044142615,Enero,2003,O47,Senguio,0,0,0,0,0,1,1,2003-01-01
79,O48,0.188942307692308,Enero,2003,O48,Charo,0,0,0,0,0,1,1,2003-01-01
80,O49,0.455902317880795,Enero,2003,O49,Alvaro Obregon,0,0,0,0,0,1,1,2003-01-01
81,O50,0.33061797752809,Enero,2003,O50,Chavinda,0,0,0,0,0,1,1,2003-01-01
82,O51,0.270410182010024,Enero,2003,O51,Tangamandapio,1,0,1,0.05555555555555555,1,1,1,2003-01-01
83,O52,0.446055506993007,Enero,2003,O52,Ziracuaretiro,1,0,1,0.05555555555555555,1,1,1,2003-01-01
84,O53,0.298435798435799,Enero,2003,O53,Nuevo Parangaricutiro,1,0,1,0.05555555555555555,1,1,1,2003-01-01
85,O54,0.251324854266031,Enero,2003,O54,Coeneo,0,0,0,0,0,1,1,2003-01-01
86,O55,0.326912787586945,Enero,2003,O55,Jimenez,0,0,0,0,0,1,1,2003-01-01
87,O56,0.344558260825102,Enero,2003,O56,Yurecuaro,0,0,0,0,0,1,1,2003-01-01
88,O59,0.191005291005291,Enero,2003,O59,Nahuatzen,0,0,0,0,0,1,1,2003-01-01
89,O60,0.221608129791407,Enero,2003,O60,Ecuandureo,0,0,0,0,0,1,1,2003-01-01
90,O62,0.341855891292687,Enero,2003,O62,Villamar,0,0,0,0,0,1,1,2003-01-01
91,O63,0.352850399419027,Enero,2003,O63,Coalcoman,0,0,0,0,0,1,1,2003-01-01
92,O64,0.126689189189189,Enero,2003,O64,Tiquicheo,0,0,0,0,0,1,1,2003-01-01
93,O65,0.25,Enero,2003,O65,Tumbiscatio,0,0,0,0,0,1,1,2003-01-01
94,O66,0.355963302752293,Enero,2003,O66,Tuzantla,0,0,0,0,0,1,1,2003-01-01
95,O67,0.19156862745098,Enero,2003,O67,Aguililla,0,0,0,0,0,1,1,2003-01-01
96,O68,0.246315789473684,Enero,2003,O68,Huaniqueo,0,0,0,0,0,1,1,2003-01-01
97,O69,0.276324798028208,Enero,2003,O69,Ixtlan,0,0,0,0,0,1,1,2003-01-01
98,O70,0.271959341533908,Enero,2003,O70,Tancitaro,1,0,1,0.05555555555555555,1,1,1,2003-01-01
99,O71,0,Enero,2003,O71,Caracuaro,0,0,0,0,0,1,1,2003-01-01
100,O72,0.437473134666636,Enero,2003,O72,Cuitzeo,0,0,0,0,0,1,1,2003-01-01
101,O73,0,Enero,2003,O73,Chucandiro,0,0,0,0,0,1,1,2003-01-01
102,O74,0.288172043010753,Enero,2003,O74,Santa Ana Maya,0,0,0,0,0,1,1,2003-01-01
103,O75,0.261341807574644,Enero,2003,O75,Huandacareo,0,0,0,0,0,1,1,2003-01-01
104,O76,0.0833333333333333,Enero,2003,O76,Copandaro,0,0,0,0,0,1,1,2003-01-01
105,O77,0.0681818181818181,Enero,2003,O77,Tzitzio,0,0,0,0,0,1,1,2003-01-01
106,O78,0.275577639751553,Enero,2003,O78,Marcos Castellanos,0,0,0,0,0,1,1,2003-01-01
107,O79,0.21037037037037,Enero,2003,O79,Juarez,1,0,1,0.05555555555555555,1,1,1,2003-01-01
108,O81,0.397052154195011,Enero,2003,O81,Coahuayana,0,0,0,0,0,1,1,2003-01-01
109,O82,0.400958742406357,Enero,2003,O82,Aquila,0,0,0,0,0,1,1,2003-01-01
110,C75,0.45462053766745403,Febrero,2003,C75,Apatzingan,1,0,1,0.05555555555555555,1,2,1,2003-02-01
111,C76,0.35674520905465,Febrero,2003,C76,Arteaga,0,0,0,0,0,2,1,2003-02-01
112,C77,0.39271523178808,Febrero,2003,C77,Cotija,1,0,1,0.05555555555555555,1,2,1,2003-02-01
113,C78,0.293338683788122,Febrero,2003,C78,Charapan,0,0,0,0,0,2,1,2003-02-01
114,C79,0.228402097105083,Febrero,2003,C79,Cheran,0,0,0,0,0,2,1,2003-02-01
115,C80,0.291978609625668,Febrero,2003,C80,Chilchota,1,0,1,0.05555555555555555,1,2,1,2003-02-01
116,C81,0.306697193060829,Febrero,2003,C81,Gabriel Zamora,0,0,0,0,0,2,1,2003-02-01
117,C82,0.481882850665804,Febrero,2003,C82,Hidalgo,1,0,1,0.05555555555555555,1,2,1,2003-02-01
118,C83,0.479302886993999,Febrero,2003,C83,Jacona,0,0,0,0,0,2,1,2003-02-01
119,C84,0.462761298101661,Febrero,2003,C84,Jiquilpan,0,0,0,0,0,2,1,2003-02-01
120,C85,0.321428571428571,Febrero,2003,C85,Jungapeo,1,0,1,0.05555555555555555,1,2,1,2003-02-01
121,C86,0.437581857146259,Febrero,2003,C86,La Piedad,0,0,0,0,0,2,1,2003-02-01
122,C87,0.473203889549057,Febrero,2003,C87,Lazaro Cardenas,0,0,0,0,0,2,1,2003-02-01
123,C88,0.482239735023699,Febrero,2003,C88,Los Reyes,1,0,1,0.05555555555555555,1,2,1,2003-02-01
124,C89,0.471887039787799,Febrero,2003,C89,Morelia,0,0,0,0,0,2,1,2003-02-01
125,C90,0.431044048564816,Febrero,2003,C90,Mugica,0,0,0,0,0,2,1,2003-02-01
126,C92,0.12962962962963,Febrero,2003,C92,Nuevo Urecho,0,0,0,0,0,2,1,2003-02-01
127,C93,0.186683904330963,Febrero,2003,C93,Paracuaro,0,0,0,0,0,2,1,2003-02-01
128,C94,0.427435377968708,Febrero,2003,C94,Paracho,0,0,0,0,0,2,1,2003-02-01
129,C95,0.470524732771567,Febrero,2003,C95,Patzcuaro,1,0,1,0.05555555555555555,1,2,1,2003-02-01
130,C96,0.326021317617956,Febrero,2003,C96,Periban,1,0,1,0.05555555555555555,1,2,1,2003-02-01
131,C97,0.389097126323404,Febrero,2003,C97,Quiroga,1,0,1,0.05555555555555555,1,2,1,2003-02-01
132,C98,0.41864847784572,Febrero,2003,C98,Sahuayo,0,0,0,0,0,2,1,2003-02-01
133,C99,0.460643515122885,Febrero,2003,C99,Tacambaro,1,0,1,0.05555555555555555,1,2,1,2003-02-01
134,D01,0.49600175265637,Febrero,2003,D01,Taretan,1,0,1,0.05555555555555555,1,2,1,2003-02-01
135,D02,0.390117911285794,Febrero,2003,D02,Tinguindin,1,0,1,0.05555555555555555,1,2,1,2003-02-01
136,D03,0.523037650755042,Febrero,2003,D03,Tocumbo,1,0,1,0.05555555555555555,1,2,1,2003-02-01
137,D04,0.369685039370079,Febrero,2003,D04,Turicato,1,0,1,0.05555555555555555,1,2,1,2003-02-01
138,D05,0.448627032998994,Febrero,2003,D05,Uruapan,1,0,1,0.05555555555555555,1,2,1,2003-02-01
139,D06,0.291388146167558,Febrero,2003,D06,Venustiano Carranza,0,0,0,0,0,2,1,2003-02-01
140,D07,0.507796730599754,Febrero,2003,D07,Zacapu,0,0,0,0,0,2,1,2003-02-01
141,D08,0.473344181310216,Febrero,2003,D08,Zamora,0,0,0,0,0,2,1,2003-02-01
142,D09,0.471912118974887,Febrero,2003,D09,Zitacuaro,1,0,1,0.05555555555555555,1,2,1,2003-02-01
143,D10,0.339627563732675,Febrero,2003,D10,Tarimbaro,1,0,1,0.05555555555555555,1,2,1,2003-02-01
144,H44,0.187606691703653,Febrero,2003,H44,Angangueo,0,0,0,0,0,2,1,2003-02-01
145,K77,0.187114845938375,Febrero,2003,K77,Acuitzio,1,0,1,0.05555555555555555,1,2,1,2003-02-01
146,K78,0.395530066627309,Febrero,2003,K78,Ario,1,0,1,0.05555555555555555,1,2,1,2003-02-01
147,K79,0.235726399095534,Febrero,2003,K79,Erongaricuaro,1,0,1,0.05555555555555555,1,2,1,2003-02-01
148,K80,0.380905203879445,Febrero,2003,K80,La Huacana,0,0,0,0,0,2,1,2003-02-01
149,K81,0,Febrero,2003,K81,Huiramba,1,0,1,0.05555555555555555,1,2,1,2003-02-01
150,K82,0.344750140370578,Febrero,2003,K82,Lagunillas,1,0,1,0.05555555555555555,1,2,1,2003-02-01
151,K83,0.298415942769545,Febrero,2003,K83,Madero,1,0,1,0.05555555555555555,1,2,1,2003-02-01
152,K84,0.339614143082351,Febrero,2003,K84,Salvador Escalante,1,0,1,0.05555555555555555,1,2,1,2003-02-01
153,K85,0.323415584095447,Febrero,2003,K85,Tingambato,1,0,1,0.05555555555555555,1,2,1,2003-02-01
154,K86,0.138198757763975,Febrero,2003,K86,Tzintzuntzan,1,0,1,0.05555555555555555,1,2,1,2003-02-01
155,L22,0.271701588763528,Febrero,2003,L22,Angamacutiro,0,0,0,0,0,2,1,2003-02-01
156,L23,0.188849902534113,Febrero,2003,L23,Jose Sixto Verduzco,0,0,0,0,0,2,1,2003-02-01
157,L24,0.354515050167224,Febrero,2003,L24,Morelos,0,0,0,0,0,2,1,2003-02-01
158,L25,0.25275888133031,Febrero,2003,L25,Panindicuaro,0,0,0,0,0,2,1,2003-02-01
159,L26,0.472207881603855,Febrero,2003,L26,Penjamillo,0,0,0,0,0,2,1,2003-02-01
160,L27,0.389843102911703,Febrero,2003,L27,Puruandiro,0,0,0,0,0,2,1,2003-02-01
161,M45,0.1,Febrero,2003,M45,Churumuco,0,0,0,0,0,2,1,2003-02-01
162,N97,0.382831780909163,Febrero,2003,N97,Tlalpujahua,0,0,0,0,0,2,1,2003-02-01
163,O21,0.372799500348594,Febrero,2003,O21,Tepalcatepec,0,0,0,0,0,2,1,2003-02-01
164,O22,0.378168782477143,Febrero,2003,O22,Buenavista,0,0,0,0,0,2,1,2003-02-01
165,O23,0.222599469496021,Febrero,2003,O23,Pajacuaran,0,0,0,0,0,2,1,2003-02-01
166,O24,0.431624940954181,Febrero,2003,O24,Zinapecuaro,1,0,1,0.05555555555555555,1,2,1,2003-02-01
167,O25,0.222670431625655,Febrero,2003,O25,Querendaro,0,0,0,0,0,2,1,2003-02-01
168,O26,0.195547945205479,Febrero,2003,O26,Indaparapeo,0,0,0,0,0,2,1,2003-02-01
169,O27,0.238517642420658,Febrero,2003,O27,Ocampo,1,0,1,0.05555555555555555,1,2,1,2003-02-01
170,O28,0.376060345052593,Febrero,2003,O28,Vista Hermosa,0,0,0,0,0,2,1,2003-02-01
171,O29,0.31875,Febrero,2003,O29,Tanhuato,0,0,0,0,0,2,1,2003-02-01
172,O30,0.251891992899187,Febrero,2003,O30,Brisenas,0,0,0,0,0,2,1,2003-02-01
173,O31,0,Febrero,2003,O31,Zinaparo,0,0,0,0,0,2,1,2003-02-01
174,O32,0.302376122862938,Febrero,2003,O32,Churintzio,0,0,0,0,0,2,1,2003-02-01
175,O33,0.362259546368073,Febrero,2003,O33,Numaran,0,0,0,0,0,2,1,2003-02-01
176,O34,0.360898302780636,Febrero,2003,O34,Maravatio,0,0,0,0,0,2,1,2003-02-01
177,O35,0.386779140142369,Febrero,2003,O35,Contepec,0,0,0,0,0,2,1,2003-02-01
178,O36,0.40996190563613,Febrero,2003,O36,Huetamo,0,0,0,0,0,2,1,2003-02-01
179,O37,0.269378031140985,Febrero,2003,O37,San Lucas,0,0,0,0,0,2,1,2003-02-01
180,O39,0.342128178335075,Febrero,2003,O39,Tangancicuaro,1,0,1,0.05555555555555555,1,2,1,2003-02-01
181,O40,0.348361299830217,Febrero,2003,O40,Purepero,1,0,1,0.05555555555555555,1,2,1,2003-02-01
182,O41,0.236842105263158,Febrero,2003,O41,Tlazazalca,0,0,0,0,0,2,1,2003-02-01
183,O43,0.438311688311688,Febrero,2003,O43,Cojumatlan de Regules,0,0,0,0,0,2,1,2003-02-01
184,O44,0.220307692307692,Febrero,2003,O44,Irimbo,0,0,0,0,0,2,1,2003-02-01
185,O45,0.158730158730159,Febrero,2003,O45,Aporo,0,0,0,0,0,2,1,2003-02-01
186,O46,0.389912987431518,Febrero,2003,O46,Tuxpan,1,0,1,0.05555555555555555,1,2,1,2003-02-01
187,O47,0.17741935483871,Febrero,2003,O47,Senguio,0,0,0,0,0,2,1,2003-02-01
188,O48,0.188942307692308,Febrero,2003,O48,Charo,0,0,0,0,0,2,1,2003-02-01
189,O49,0.456818026162592,Febrero,2003,O49,Alvaro Obregon,0,0,0,0,0,2,1,2003-02-01
190,O50,0.332151898734177,Febrero,2003,O50,Chavinda,0,0,0,0,0,2,1,2003-02-01
191,O51,0.281037697096091,Febrero,2003,O51,Tangamandapio,1,0,1,0.05555555555555555,1,2,1,2003-02-01
192,O52,0.441031941031941,Febrero,2003,O52,Ziracuaretiro,1,0,1,0.05555555555555555,1,2,1,2003-02-01
193,O53,0.300792588176656,Febrero,2003,O53,Nuevo Parangaricutiro,1,0,1,0.05555555555555555,1,2,1,2003-02-01
194,O54,0.257928388746803,Febrero,2003,O54,Coeneo,0,0,0,0,0,2,1,2003-02-01
195,O55,0.354635935044526,Febrero,2003,O55,Jimenez,0,0,0,0,0,2,1,2003-02-01
196,O56,0.344073359667122,Febrero,2003,O56,Yurecuaro,0,0,0,0,0,2,1,2003-02-01
197,O59,0.17071791972866,Febrero,2003,O59,Nahuatzen,0,0,0,0,0,2,1,2003-02-01
198,O60,0.223489278752437,Febrero,2003,O60,Ecuandureo,0,0,0,0,0,2,1,2003-02-01
199,O62,0.35388252409529,Febrero,2003,O62,Villamar,0,0,0,0,0,2,1,2003-02-01
200,O63,0.35477791095593,Febrero,2003,O63,Coalcoman,0,0,0,0,0,2,1,2003-02-01
201,O64,0.12952380952381,Febrero,2003,O64,Tiquicheo,0,0,0,0,0,2,1,2003-02-01
202,O65,0.25,Febrero,2003,O65,Tumbiscatio,0,0,0,0,0,2,1,2003-02-01
203,O66,0.36065105653912,Febrero,2003,O66,Tuzantla,0,0,0,0,0,2,1,2003-02-01
204,O67,0.185077519379845,Febrero,2003,O67,Aguililla,0,0,0,0,0,2,1,2003-02-01
205,O68,0.246315789473684,Febrero,2003,O68,Huaniqueo,0,0,0,0,0,2,1,2003-02-01
206,O69,0.274852071005917,Febrero,2003,O69,Ixtlan,0,0,0,0,0,2,1,2003-02-01
207,O70,0.281298210706922,Febrero,2003,O70,Tancitaro,1,0,1,0.05555555555555555,1,2,1,2003-02-01
208,O71,0,Febrero,2003,O71,Caracuaro,0,0,0,0,0,2,1,2003-02-01
209,O72,0.430417479637028,Febrero,2003,O72,Cuitzeo,0,0,0,0,0,2,1,2003-02-01
210,O73,0,Febrero,2003,O73,Chucandiro,0,0,0,0,0,2,1,2003-02-01
211,O74,0.293269230769231,Febrero,2003,O74,Santa Ana Maya,0,0,0,0,0,2,1,2003-02-01
212,O75,0.248636129696346,Febrero,2003,O75,Huandacareo,0,0,0,0,0,2,1,2003-02-01
213,O76,0.0833333333333333,Febrero,2003,O76,Copandaro,0,0,0,0,0,2,1,2003-02-01
214,O77,0.125,Febrero,2003,O77,Tzitzio,0,0,0,0,0,2,1,2003-02-01
215,O78,0.2725,Febrero,2003,O78,Marcos Castellanos,0,0,0,0,0,2,1,2003-02-01
216,O79,0.166844919786096,Febrero,2003,O79,Juarez,1,0,1,0.05555555555555555,1,2,1,2003-02-01
217,O81,0.392809020636834,Febrero,2003,O81,Coahuayana,0,0,0,0,0,2,1,2003-02-01
218,O82,0.407349458728011,Febrero,2003,O82,Aquila,0,0,0,0,0,2,1,2003-02-01
219,C75,0.441564980758157,Marzo,2003,C75,Apatzingan,1,0,1,0.05555555555555555,1,3,1,2003-03-01
220,C76,0.335533216783217,Marzo,2003,C76,Arteaga,0,0,0,0,0,3,1,2003-03-01
221,C77,0.394228126431516,Marzo,2003,C77,Cotija,1,0,1,0.05555555555555555,1,3,1,2003-03-01
222,C78,0.17003367003367,Marzo,2003,C78,Charapan,0,0,0,0,0,3,1,2003-03-01
223,C79,0.229300729300729,Marzo,2003,C79,Cheran,0,0,0,0,0,3,1,2003-03-01
224,C80,0.300199600798403,Marzo,2003,C80,Chilchota,1,0,1,0.05555555555555555,1,3,1,2003-03-01
225,C81,0.31157115294363,Marzo,2003,C81,Gabriel Zamora,0,0,0,0,0,3,1,2003-03-01
226,C82,0.459332260122257,Marzo,2003,C82,Hidalgo,1,0,1,0.05555555555555555,1,3,1,2003-03-01
227,C83,0.465565657416484,Marzo,2003,C83,Jacona,0,0,0,0,0,3,1,2003-03-01
228,C84,0.428198795884966,Marzo,2003,C84,Jiquilpan,0,0,0,0,0,3,1,2003-03-01
229,C85,0.314716312056738,Marzo,2003,C85,Jungapeo,1,0,1,0.05555555555555555,1,3,1,2003-03-01
230,C86,0.428914370156398,Marzo,2003,C86,La Piedad,0,0,0,0,0,3,1,2003-03-01
231,C87,0.477866883929316,Marzo,2003,C87,Lazaro Cardenas,0,0,0,0,0,3,1,2003-03-01
232,C88,0.46783764344995,Marzo,2003,C88,Los Reyes,1,0,1,0.05555555555555555,1,3,1,2003-03-01
233,C89,0.465702079380017,Marzo,2003,C89,Morelia,0,0,0,0,0,3,1,2003-03-01
234,C90,0.417987322590593,Marzo,2003,C90,Mugica,0,0,0,0,0,3,1,2003-03-01
235,C92,0.232727272727273,Marzo,2003,C92,Nuevo Urecho,0,0,0,0,0,3,1,2003-03-01
236,C93,0.191395045632334,Marzo,2003,C93,Paracuaro,0,0,0,0,0,3,1,2003-03-01
237,C94,0.420442419765247,Marzo,2003,C94,Paracho,0,0,0,0,0,3,1,2003-03-01
238,C95,0.458402022236836,Marzo,2003,C95,Patzcuaro,1,0,1,0.05555555555555555,1,3,1,2003-03-01
239,C96,0.324225046201917,Marzo,2003,C96,Periban,1,0,1,0.05555555555555555,1,3,1,2003-03-01
240,C97,0.368504165390999,Marzo,2003,C97,Quiroga,1,0,1,0.05555555555555555,1,3,1,2003-03-01
241,C98,0.39576253720744,Marzo,2003,C98,Sahuayo,0,0,0,0,0,3,1,2003-03-01
242,C99,0.459671940294431,Marzo,2003,C99,Tacambaro,1,0,1,0.05555555555555555,1,3,1,2003-03-01
243,D01,0.493794630923741,Marzo,2003,D01,Taretan,1,0,1,0.05555555555555555,1,3,1,2003-03-01
244,D02,0.384400696798846,Marzo,2003,D02,Tinguindin,1,0,1,0.05555555555555555,1,3,1,2003-03-01
245,D03,0.517989417989418,Marzo,2003,D03,Tocumbo,1,0,1,0.05555555555555555,1,3,1,2003-03-01
246,D04,0.40961792856587,Marzo,2003,D04,Turicato,1,0,1,0.05555555555555555,1,3,1,2003-03-01
247,D05,0.440302922335697,Marzo,2003,D05,Uruapan,1,0,1,0.05555555555555555,1,3,1,2003-03-01
248,D06,0.297712529873677,Marzo,2003,D06,Venustiano Carranza,0,0,0,0,0,3,1,2003-03-01
249,D07,0.508919964140848,Marzo,2003,D07,Zacapu,0,0,0,0,0,3,1,2003-03-01
250,D08,0.464655159127688,Marzo,2003,D08,Zamora,0,0,0,0,0,3,1,2003-03-01
251,D09,0.454366002539672,Marzo,2003,D09,Zitacuaro,1,0,1,0.05555555555555555,1,3,1,2003-03-01
252,D10,0.338993934666237,Marzo,2003,D10,Tarimbaro,1,0,1,0.05555555555555555,1,3,1,2003-03-01
253,H44,0.201709401709402,Marzo,2003,H44,Angangueo,0,0,0,0,0,3,1,2003-03-01
254,K77,0.188858695652174,Marzo,2003,K77,Acuitzio,1,0,1,0.05555555555555555,1,3,1,2003-03-01
255,K78,0.373420266544118,Marzo,2003,K78,Ario,1,0,1,0.05555555555555555,1,3,1,2003-03-01
256,K79,0.229170567309493,Marzo,2003,K79,Erongaricuaro,1,0,1,0.05555555555555555,1,3,1,2003-03-01
257,K80,0.359603789836348,Marzo,2003,K80,La Huacana,0,0,0,0,0,3,1,2003-03-01
258,K81,0.25,Marzo,2003,K81,Huiramba,1,0,1,0.05555555555555555,1,3,1,2003-03-01
259,K82,0.346428571428571,Marzo,2003,K82,Lagunillas,1,0,1,0.05555555555555555,1,3,1,2003-03-01
