mun,gini_mean,year,pto,trat_2
Zamora,0.413052099,2009,0,0
Zitacuaro,0.408501756,2009,0,1
Tarimbaro,0.28915048,2009,0,1
Angangueo,0.166361624,2009,0,0
Acuitzio,0.142050303,2009,0,1
Ario,0.297968526,2009,0,1
Erongaricuaro,0.178488547,2009,0,1
La Huacana,0.513136231,2009,0,0
Huiramba,0.15,2009,0,1
Lagunillas,0.386513903,2009,0,1
Madero,0.196226773,2009,0,1
Salvador Escalante,0.311552295,2009,0,1
Tingambato,0.30567691,2009,0,1
Tzintzuntzan,0.145409022,2009,0,1
Angamacutiro,0.209716742,2009,0,0
Jose Sixto Verduzco,0.258333743,2009,0,0
Morelos,0.049072666,2009,0,0
Panindicuaro,0.28292969,2009,0,0
Penjamillo,0.388703992,2009,0,0
Puruandiro,0.349966723,2009,0,0
Churumuco,0.008909609,2009,0,0
Tlalpujahua,0.310812161,2009,0,0
Tepalcatepec,0.386329811,2009,0,0
Buenavista,0.261461286,2009,0,0
Pajacuaran,0.175804977,2009,0,0
Zinapecuaro,0.2955874,2009,0,1
Querendaro,0.177041365,2009,0,0
Indaparapeo,0.108877337,2009,0,0
Ocampo,0.111712287,2009,0,1
Vista Hermosa,0.23068272,2009,0,0
Tanhuato,0.278413686,2009,0,0
Brisenas,0.170177517,2009,0,0
Zinaparo,0.030800941,2009,0,0
Churintzio,0.152057386,2009,0,0
Numaran,0.288530519,2009,0,0
Maravatio,0.373725959,2009,0,0
Contepec,0.271488847,2009,0,0
Huetamo,0.353923332,2009,0,0
San Lucas,0.296967821,2009,0,0
Tangancicuaro,0.238758169,2009,0,1
Purepero,0.295320286,2009,0,1
Tlazazalca,0.253183101,2009,0,0
Cojumatlan de Regules,0.401808604,2009,0,0
Irimbo,0.180176573,2009,0,0
Aporo,0.101091903,2009,0,0
Tuxpan,0.354131687,2009,0,1
Senguio,0.068828232,2009,0,0
Charo,0.279904289,2009,0,0
Alvaro Obregon,0.420288532,2009,0,0
Chavinda,0.251188451,2009,0,0
Tangamandapio,0.16080675,2009,0,1
Ziracuaretiro,0.328274968,2009,0,1
Nuevo Parangaricutiro,0.238302763,2009,0,1
Coeneo,0.212289518,2009,0,0
Jimenez,0.268443896,2009,0,0
Yurecuaro,0.313845329,2009,0,0
Nahuatzen,0.198525615,2009,0,0
Ecuandureo,0.262990681,2009,0,0
Villamar,0.321381199,2009,0,0
Coalcoman,0.299723567,2009,0,0
Tiquicheo,0.158374124,2009,0,0
Tumbiscatio,0.083333333,2009,0,0
Tuzantla,0.258711873,2009,0,0
Aguililla,0.145189038,2009,0,0
Huaniqueo,0.405156113,2009,0,0
Ixtlan,0.112104262,2009,0,0
Tancitaro,0.322472732,2009,0,1
Caracuaro,0.04375,2009,0,0
Cuitzeo,0.366155949,2009,0,0
Chucandiro,0.082066993,2009,0,0
Santa Ana Maya,0.249586796,2009,0,0
Huandacareo,0.183663831,2009,0,0
Copandaro,0.051468553,2009,0,0
Marcos Castellanos,0.203218939,2009,0,0
Juarez,0.096443506,2009,0,1
Susupuato,0.111111111,2009,0,0
Coahuayana,0.364078178,2009,0,0
Aquila,0.429588622,2009,0,0
Epitacio Huerta,0.097080442,2009,0,0
Apatzingan,0.399679905,2010,0,1
Arteaga,0.296258457,2010,0,0
Cotija,0.36716976,2010,0,1
Charapan,0.297054653,2010,0,0
Cheran,0.183314819,2010,0,0
Chilchota,0.206763244,2010,0,1
Gabriel Zamora,0.303926779,2010,0,0
Hidalgo,0.413798644,2010,0,1
Jacona,0.411375071,2010,0,0
Jiquilpan,0.393970072,2010,0,0
Jungapeo,0.24656022,2010,0,1
La Piedad,0.396258729,2010,0,0
Lazaro Cardenas,0.444005088,2010,0,0
Los Reyes,0.395090987,2010,0,1
Morelia,0.44803819,2010,0,0
Mugica,0.420055458,2010,0,0
Nocupetaro,0.208368946,2010,0,0
Nuevo Urecho,0.170712761,2010,0,0
Paracuaro,0.15637042,2010,0,0
Paracho,0.366777978,2010,0,0
Patzcuaro,0.410031763,2010,0,1
Periban,0.209175428,2010,0,1
Quiroga,0.326624677,2010,0,1
Sahuayo,0.366030679,2010,0,0
Tacambaro,0.391290205,2010,0,1
Taretan,0.427062477,2010,0,1
Tinguindin,0.369705224,2010,0,1
Tocumbo,0.465791147,2010,0,1
Turicato,0.136074116,2010,0,1
Uruapan,0.417526706,2010,0,1
Venustiano Carranza,0.260443701,2010,0,0
Zacapu,0.418690395,2010,0,0
Zamora,0.415195297,2010,0,0
Zitacuaro,0.405626952,2010,0,1
Tarimbaro,0.303777187,2010,0,1
Angangueo,0.138903489,2010,0,0
Acuitzio,0.155748548,2010,0,1
Ario,0.310095289,2010,0,1
Erongaricuaro,0.212398273,2010,0,1
La Huacana,0.483255423,2010,0,0
Huiramba,0.123529412,2010,0,1
Lagunillas,0.358017802,2010,0,1
Madero,0.195336291,2010,0,1
Salvador Escalante,0.324422267,2010,0,1
Tingambato,0.307525061,2010,0,1
Tzintzuntzan,0.157523358,2010,0,1
Angamacutiro,0.179115884,2010,0,0
Jose Sixto Verduzco,0.248815603,2010,0,0
Morelos,0.027738252,2010,0,0
Panindicuaro,0.298366707,2010,0,0
Penjamillo,0.39916347,2010,0,0
Puruandiro,0.355119879,2010,0,0
Churumuco,0.034722222,2010,0,0
Tlalpujahua,0.313526311,2010,0,0
Tepalcatepec,0.39137163,2010,0,0
Buenavista,0.246831869,2010,0,0
Pajacuaran,0.154273737,2010,0,0
Zinapecuaro,0.332537016,2010,0,1
Querendaro,0.12196146,2010,0,0
Indaparapeo,0.133236654,2010,0,0
Ocampo,0.149915096,2010,0,1
Vista Hermosa,0.25401754,2010,0,0
Tanhuato,0.297721223,2010,0,0
Brisenas,0.140121381,2010,0,0
Zinaparo,0.034737461,2010,0,0
Churintzio,0.146825409,2010,0,0
Numaran,0.311840327,2010,0,0
Maravatio,0.376100997,2010,0,0
Contepec,0.246564199,2010,0,0
Huetamo,0.363464823,2010,0,0
San Lucas,0.285528206,2010,0,0
Tangancicuaro,0.241185804,2010,0,1
Purepero,0.36579656,2010,0,1
Tlazazalca,0.264130983,2010,0,0
Cojumatlan de Regules,0.360808945,2010,0,0
Irimbo,0.15657283,2010,0,0
Aporo,0.12808642,2010,0,0
Tuxpan,0.379084578,2010,0,1
Senguio,0.023826267,2010,0,0
Charo,0.280964381,2010,0,0
Alvaro Obregon,0.418088368,2010,0,0
Chavinda,0.283444414,2010,0,0
Tangamandapio,0.201874462,2010,0,1
Ziracuaretiro,0.32568733,2010,0,1
Nuevo Parangaricutiro,0.241747497,2010,0,1
Coeneo,0.19185565500000001,2010,0,0
Jimenez,0.262722389,2010,0,0
Yurecuaro,0.318911217,2010,0,0
Nahuatzen,0.209751543,2010,0,0
Ecuandureo,0.260268537,2010,0,0
Villamar,0.320004833,2010,0,0
Coalcoman,0.309924282,2010,0,0
Tiquicheo,0.232749674,2010,0,0
Tumbiscatio,0.083333333,2010,0,0
Tuzantla,0.215993849,2010,0,0
Aguililla,0.143436697,2010,0,0
Huaniqueo,0.414383832,2010,0,0
Ixtlan,0.078753228,2010,0,0
Tancitaro,0.312807468,2010,0,1
Caracuaro,0.146727637,2010,0,0
Cuitzeo,0.393741652,2010,0,0
Chucandiro,0.163888889,2010,0,0
Santa Ana Maya,0.267328809,2010,0,0
Huandacareo,0.202742673,2010,0,0
Copandaro,0.07875458,2010,0,0
Marcos Castellanos,0.176032341,2010,0,0
Juarez,0.138977825,2010,0,1
Susupuato,0.125,2010,0,0
Coahuayana,0.389663619,2010,0,0
Aquila,0.408698685,2010,0,0
Epitacio Huerta,0.119984568,2010,0,0
Apatzingan,0.399217028,2011,1,1
Arteaga,0.307257508,2011,1,0
Cotija,0.380593006,2011,1,1
Charapan,0.264818767,2011,1,0
Cheran,0.204957322,2011,1,0
Chilchota,0.206885419,2011,1,1
Gabriel Zamora,0.314245634,2011,1,0
Hidalgo,0.418872592,2011,1,1
Jacona,0.416076556,2011,1,0
Jiquilpan,0.403865261,2011,1,0
Jungapeo,0.264433881,2011,1,1
La Piedad,0.405447341,2011,1,0
Lazaro Cardenas,0.445985938,2011,1,0
Los Reyes,0.403055665,2011,1,1
Morelia,0.444571717,2011,1,0
Mugica,0.414066518,2011,1,0
Nocupetaro,0.17758547,2011,1,0
Nuevo Urecho,0.154496214,2011,1,0
Paracuaro,0.132636455,2011,1,0
Paracho,0.371076363,2011,1,0
Patzcuaro,0.407042645,2011,1,1
Periban,0.232617978,2011,1,1
Quiroga,0.317917224,2011,1,1
Sahuayo,0.365523222,2011,1,0
Tacambaro,0.38314091,2011,1,1
Taretan,0.426336209,2011,1,1
Tinguindin,0.367844758,2011,1,1
Tocumbo,0.467538039,2011,1,1
Turicato,0.153945837,2011,1,1
Uruapan,0.416345061,2011,1,1
Venustiano Carranza,0.269363665,2011,1,0
Zacapu,0.420143446,2011,1,0
Zamora,0.422600494,2011,1,0
Zitacuaro,0.405297583,2011,1,1
Tarimbaro,0.312133366,2011,1,1
Angangueo,0.158173056,2011,1,0
Acuitzio,0.142620854,2011,1,1
Ario,0.320962671,2011,1,1
Erongaricuaro,0.157931488,2011,1,1
La Huacana,0.407927077,2011,1,0
Huiramba,0.14687262,2011,1,1
Lagunillas,0.34369509,2011,1,1
Madero,0.18797531,2011,1,1
Salvador Escalante,0.333376625,2011,1,1
Tingambato,0.29522201,2011,1,1
Tzintzuntzan,0.162425944,2011,1,1
Angamacutiro,0.194740237,2011,1,0
Jose Sixto Verduzco,0.242381013,2011,1,0
Morelos,0.06502003,2011,1,0
Panindicuaro,0.296635933,2011,1,0
Penjamillo,0.387250296,2011,1,0
Puruandiro,0.352492875,2011,1,0
Churumuco,0.043172707,2011,1,0
Tlalpujahua,0.312356257,2011,1,0
Tepalcatepec,0.397625749,2011,1,0
Buenavista,0.240076875,2011,1,0
Pajacuaran,0.155451897,2011,1,0
Zinapecuaro,0.355725252,2011,1,1
Querendaro,0.132164159,2011,1,0
Indaparapeo,0.146114844,2011,1,0
Ocampo,0.147007987,2011,1,1
Vista Hermosa,0.250429344,2011,1,0
Tanhuato,0.29216634,2011,1,0
Brisenas,0.166126525,2011,1,0
Zinaparo,0.009019807,2011,1,0
Churintzio,0.149623029,2011,1,0
Numaran,0.314358864,2011,1,0
Maravatio,0.365369246,2011,1,0
Contepec,0.229626261,2011,1,0
Huetamo,0.371042712,2011,1,0
San Lucas,0.301462449,2011,1,0
Tangancicuaro,0.249370899,2011,1,1
Purepero,0.326484586,2011,1,1
Tlazazalca,0.254222222,2011,1,0
Cojumatlan de Regules,0.328397427,2011,1,0
Irimbo,0.169727771,2011,1,0
Aporo,0.098684211,2011,1,0
Tuxpan,0.381347352,2011,1,1
Senguio,0.036888344000000003,2011,1,0
Charo,0.285519133,2011,1,0
Alvaro Obregon,0.404503893,2011,1,0
Chavinda,0.296967619,2011,1,0
Tangamandapio,0.209126365,2011,1,1
Ziracuaretiro,0.265047471,2011,1,1
Nuevo Parangaricutiro,0.236440924,2011,1,1
Coeneo,0.191694478,2011,1,0
Jimenez,0.23782067,2011,1,0
Yurecuaro,0.322930519,2011,1,0
Nahuatzen,0.20391469,2011,1,0
Ecuandureo,0.242446218,2011,1,0
Villamar,0.259958278,2011,1,0
Coalcoman,0.311636323,2011,1,0
Tiquicheo,0.212881096,2011,1,0
Tumbiscatio,0.084694541,2011,1,0
Tuzantla,0.185535619,2011,1,0
Aguililla,0.141446197,2011,1,0
Huaniqueo,0.112857942,2011,1,0
Ixtlan,0.161719178,2011,1,0
Tancitaro,0.31575096,2011,1,1
Caracuaro,0.075177238,2011,1,0
Cuitzeo,0.367167784,2011,1,0
Chucandiro,0.166666667,2011,1,0
Santa Ana Maya,0.265678824,2011,1,0
Huandacareo,0.223949064,2011,1,0
Copandaro,0.03949215,2011,1,0
Tzitzio,0.066269841,2011,1,0
Marcos Castellanos,0.167334873,2011,1,0
Juarez,0.172002025,2011,1,1
Coahuayana,0.369373319,2011,1,0
Aquila,0.41846767,2011,1,0
Epitacio Huerta,0.065641534,2011,1,0
Apatzingan,0.411746823,2012,1,1
Arteaga,0.309019457,2012,1,0
Cotija,0.395119069,2012,1,1
Charapan,0.201085509,2012,1,0
Cheran,0.203188179,2012,1,0
Chilchota,0.235988342,2012,1,1
Gabriel Zamora,0.322091668,2012,1,0
Hidalgo,0.425491395,2012,1,1
Jacona,0.413778432,2012,1,0
Jiquilpan,0.414082073,2012,1,0
Jungapeo,0.295188707,2012,1,1
La Piedad,0.409960457,2012,1,0
Lazaro Cardenas,0.452002358,2012,1,0
Los Reyes,0.406474975,2012,1,1
Morelia,0.446702757,2012,1,0
Mugica,0.390883405,2012,1,0
Nocupetaro,0.179733345,2012,1,0
Nuevo Urecho,0.1495212,2012,1,0
Paracuaro,0.176689692,2012,1,0
Paracho,0.40221475,2012,1,0
Patzcuaro,0.413212936,2012,1,1
Periban,0.242497478,2012,1,1
Quiroga,0.295762209,2012,1,1
Sahuayo,0.36161157,2012,1,0
Tacambaro,0.386194209,2012,1,1
Taretan,0.437926272,2012,1,1
Tinguindin,0.343214852,2012,1,1
Tocumbo,0.470688131,2012,1,1
Turicato,0.12048155,2012,1,1
Uruapan,0.421257341,2012,1,1
Venustiano Carranza,0.265203679,2012,1,0
Zacapu,0.42141424,2012,1,0
Zamora,0.429346057,2012,1,0
Zitacuaro,0.408896428,2012,1,1
Tarimbaro,0.325964322,2012,1,1
Angangueo,0.189132938,2012,1,0
Acuitzio,0.125231176,2012,1,1
Ario,0.319233033,2012,1,1
Erongaricuaro,0.142828566,2012,1,1
La Huacana,0.339524983,2012,1,0
Huiramba,0.103083587,2012,1,1
Lagunillas,0.346670068,2012,1,1
Madero,0.206250072,2012,1,1
Salvador Escalante,0.325880585,2012,1,1
Tingambato,0.297132259,2012,1,1
Tzintzuntzan,0.158991699,2012,1,1
Angamacutiro,0.176110541,2012,1,0
Jose Sixto Verduzco,0.229801885,2012,1,0
Morelos,0.07235166,2012,1,0
Panindicuaro,0.308426084,2012,1,0
Penjamillo,0.403396677,2012,1,0
Puruandiro,0.360232223,2012,1,0
Churumuco,0,2012,1,0
Tlalpujahua,0.331294143,2012,1,0
Tepalcatepec,0.389501903,2012,1,0
Buenavista,0.243805083,2012,1,0
Pajacuaran,0.164386014,2012,1,0
Zinapecuaro,0.34984285,2012,1,1
Querendaro,0.122137987,2012,1,0
Indaparapeo,0.117010512,2012,1,0
Ocampo,0.139516601,2012,1,1
Vista Hermosa,0.21616383,2012,1,0
Tanhuato,0.306800889,2012,1,0
Brisenas,0.201787536,2012,1,0
Zinaparo,0.12719629,2012,1,0
Churintzio,0.238627163,2012,1,0
Numaran,0.320747518,2012,1,0
Maravatio,0.364212072,2012,1,0
Contepec,0.245003077,2012,1,0
Huetamo,0.383451421,2012,1,0
San Lucas,0.29834826,2012,1,0
Tangancicuaro,0.262601728,2012,1,1
Purepero,0.323541879,2012,1,1
Tlazazalca,0.242656636,2012,1,0
Cojumatlan de Regules,0.351038095,2012,1,0
Irimbo,0.176723588,2012,1,0
Aporo,0.099402919,2012,1,0
Tuxpan,0.388852814,2012,1,1
Senguio,0.070586949,2012,1,0
Charo,0.290035037,2012,1,0
Alvaro Obregon,0.410467815,2012,1,0
Chavinda,0.313329918,2012,1,0
Tangamandapio,0.198164343,2012,1,1
Ziracuaretiro,0.232732752,2012,1,1
Nuevo Parangaricutiro,0.252012635,2012,1,1
Coeneo,0.204418982,2012,1,0
Jimenez,0.271206651,2012,1,0
Yurecuaro,0.329837558,2012,1,0
Nahuatzen,0.252486318,2012,1,0
Ecuandureo,0.295192391,2012,1,0
Villamar,0.279531669,2012,1,0
Coalcoman,0.344089672,2012,1,0
Tiquicheo,0.261542374,2012,1,0
Tumbiscatio,0.095138889,2012,1,0
Tuzantla,0.133374951,2012,1,0
Aguililla,0.199643926,2012,1,0
Huaniqueo,0.150046696,2012,1,0
Ixtlan,0.160885141,2012,1,0
Tancitaro,0.337024684,2012,1,1
Cuitzeo,0.356441133,2012,1,0
Chucandiro,0.166666667,2012,1,0
Santa Ana Maya,0.288768904,2012,1,0
Huandacareo,0.203016249,2012,1,0
Copandaro,0.031346176,2012,1,0
Tzitzio,0,2012,1,0
Marcos Castellanos,0.178902944,2012,1,0
Juarez,0.184888372,2012,1,1
Susupuato,0.1,2012,1,0
Coahuayana,0.372747918,2012,1,0
Aquila,0.417667923,2012,1,0
Epitacio Huerta,0,2012,1,0
Apatzingan,0.422536325,2013,1,1
Arteaga,0.336857395,2013,1,0
Cotija,0.388970368,2013,1,1
Charapan,0.231582253,2013,1,0
Cheran,0.207866961,2013,1,0
Chilchota,0.226131803,2013,1,1
Gabriel Zamora,0.329919869,2013,1,0
Hidalgo,0.431100671,2013,1,1
Jacona,0.421599196,2013,1,0
Jiquilpan,0.420495132,2013,1,0
Jungapeo,0.3254514,2013,1,1
La Piedad,0.418281754,2013,1,0
Lazaro Cardenas,0.450017662,2013,1,0
Los Reyes,0.409846072,2013,1,1
Morelia,0.449914588,2013,1,0
Mugica,0.377817773,2013,1,0
Nocupetaro,0.223452381,2013,1,0
Nuevo Urecho,0.120777251,2013,1,0
Paracuaro,0.220226646,2013,1,0
Paracho,0.387234645,2013,1,0
Patzcuaro,0.418637445,2013,1,1
Periban,0.249357975,2013,1,1
Quiroga,0.283706934,2013,1,1
Sahuayo,0.361010255,2013,1,0
Tacambaro,0.38610779,2013,1,1
Taretan,0.445586406,2013,1,1
Tinguindin,0.38343498,2013,1,1
Tocumbo,0.46946319,2013,1,1
Turicato,0.147448694,2013,1,1
Uruapan,0.421640977,2013,1,1
Venustiano Carranza,0.257075433,2013,1,0
Zacapu,0.422864278,2013,1,0
Zamora,0.435263389,2013,1,0
Zitacuaro,0.410029675,2013,1,1
Tarimbaro,0.347456504,2013,1,1
Angangueo,0.309525051,2013,1,0
Acuitzio,0.154393616,2013,1,1
Ario,0.324338047,2013,1,1
Erongaricuaro,0.193661212,2013,1,1
La Huacana,0.346092551,2013,1,0
Huiramba,0.126739444,2013,1,1
Lagunillas,0.329045146,2013,1,1
Madero,0.274194173,2013,1,1
Salvador Escalante,0.332401,2013,1,1
Tingambato,0.293420998,2013,1,1
Tzintzuntzan,0.164986972,2013,1,1
Angamacutiro,0.170945096,2013,1,0
Jose Sixto Verduzco,0.224283837,2013,1,0
Morelos,0.077738757,2013,1,0
Panindicuaro,0.323682122,2013,1,0
Penjamillo,0.43747598,2013,1,0
Puruandiro,0.367259461,2013,1,0
Churumuco,0,2013,1,0
Tlalpujahua,0.359669413,2013,1,0
Tepalcatepec,0.395792802,2013,1,0
Buenavista,0.230922613,2013,1,0
Pajacuaran,0.165212446,2013,1,0
Zinapecuaro,0.350119886,2013,1,1
Querendaro,0.102174565,2013,1,0
Indaparapeo,0.150848809,2013,1,0
Ocampo,0.14151033,2013,1,1
Vista Hermosa,0.202419952,2013,1,0
Tanhuato,0.330586572,2013,1,0
Brisenas,0.273518758,2013,1,0
Zinaparo,0,2013,1,0
Churintzio,0.312945137,2013,1,0
Numaran,0.356248068,2013,1,0
Maravatio,0.368218282,2013,1,0
Contepec,0.271963875,2013,1,0
Huetamo,0.389146173,2013,1,0
San Lucas,0.286894195,2013,1,0
Tangancicuaro,0.272235422,2013,1,1
Purepero,0.324974344,2013,1,1
Tlazazalca,0.23586333,2013,1,0
Cojumatlan de Regules,0.346818073,2013,1,0
Irimbo,0.182674723,2013,1,0
Aporo,0.110144643,2013,1,0
Tuxpan,0.368834329,2013,1,1
Senguio,0.179622454,2013,1,0
Charo,0.290976467,2013,1,0
Alvaro Obregon,0.423289621,2013,1,0
Chavinda,0.332510744,2013,1,0
Tangamandapio,0.213737694,2013,1,1
Ziracuaretiro,0.240320341,2013,1,1
Nuevo Parangaricutiro,0.237709913,2013,1,1
Coeneo,0.186321509,2013,1,0
Jimenez,0.295420445,2013,1,0
Yurecuaro,0.337764204,2013,1,0
Nahuatzen,0.201560433,2013,1,0
Ecuandureo,0.34227418,2013,1,0
Villamar,0.283940634,2013,1,0
Coalcoman,0.355877988,2013,1,0
Tiquicheo,0.282514336,2013,1,0
Tumbiscatio,0.082943134,2013,1,0
Tuzantla,0.100612339,2013,1,0
Aguililla,0.281483451,2013,1,0
Huaniqueo,0.138783948,2013,1,0
Ixtlan,0.158368614,2013,1,0
Tancitaro,0.354042503,2013,1,1
Cuitzeo,0.348360754,2013,1,0
Chucandiro,0.166666667,2013,1,0
Santa Ana Maya,0.263870897,2013,1,0
Huandacareo,0.228732193,2013,1,0
Copandaro,0.046750189,2013,1,0
Tzitzio,0,2013,1,0
Marcos Castellanos,0.178925915,2013,1,0
Juarez,0.238295748,2013,1,1
Coahuayana,0.342652162,2013,1,0
Aquila,0.420062393,2013,1,0
Epitacio Huerta,0,2013,1,0
Apatzingan,0.424363192,2014,1,1
Arteaga,0.337346315,2014,1,0
Cotija,0.40463937,2014,1,1
Charapan,0.211988472,2014,1,0
Cheran,0.209241157,2014,1,0
Chilchota,0.215958623,2014,1,1
Gabriel Zamora,0.338539947,2014,1,0
Hidalgo,0.443241107,2014,1,1
Jacona,0.427098275,2014,1,0
Jiquilpan,0.42444353,2014,1,0
Jungapeo,0.346192513,2014,1,1
La Piedad,0.425097997,2014,1,0
Lazaro Cardenas,0.450679171,2014,1,0
Los Reyes,0.413172236,2014,1,1
Morelia,0.451535751,2014,1,0
Mugica,0.379588805,2014,1,0
Nocupetaro,0.136018481,2014,1,0
Nuevo Urecho,0.145747043,2014,1,0
Paracuaro,0.231229287,2014,1,0
Paracho,0.380240854,2014,1,0
Patzcuaro,0.422530833,2014,1,1
Periban,0.275440749,2014,1,1
Quiroga,0.296759792,2014,1,1
Sahuayo,0.365423581,2014,1,0
Tacambaro,0.397401576,2014,1,1
Taretan,0.456253514,2014,1,1
Tinguindin,0.378387157,2014,1,1
Tocumbo,0.473310089,2014,1,1
Turicato,0.198968997,2014,1,1
Uruapan,0.428724569,2014,1,1
Venustiano Carranza,0.258985827,2014,1,0
Zacapu,0.429919023,2014,1,0
Zamora,0.437563547,2014,1,0
Zitacuaro,0.416749206,2014,1,1
Tarimbaro,0.37337168,2014,1,1
Angangueo,0.34389214,2014,1,0
Acuitzio,0.165360852,2014,1,1
Ario,0.324382816,2014,1,1
Erongaricuaro,0.217365228,2014,1,1
La Huacana,0.355281045,2014,1,0
Huiramba,0.108188146,2014,1,1
Lagunillas,0.343485438,2014,1,1
Madero,0.283773801,2014,1,1
Salvador Escalante,0.318252218,2014,1,1
Tingambato,0.297201084,2014,1,1
Tzintzuntzan,0.170347277,2014,1,1
Angamacutiro,0.189053353,2014,1,0
Jose Sixto Verduzco,0.201264472,2014,1,0
Morelos,0.116844577,2014,1,0
Panindicuaro,0.306232211,2014,1,0
Penjamillo,0.435237065,2014,1,0
Puruandiro,0.370402792,2014,1,0
Churumuco,0.105551125,2014,1,0
Tlalpujahua,0.344033928,2014,1,0
Tepalcatepec,0.393926664,2014,1,0
Buenavista,0.255383285,2014,1,0
Pajacuaran,0.171329529,2014,1,0
Zinapecuaro,0.361584377,2014,1,1
Querendaro,0.10420369,2014,1,0
Indaparapeo,0.111634512,2014,1,0
Ocampo,0.143132142,2014,1,1
Vista Hermosa,0.207111872,2014,1,0
Tanhuato,0.379670392,2014,1,0
Brisenas,0.293515073,2014,1,0
Zinaparo,0,2014,1,0
Churintzio,0.261762565,2014,1,0
Numaran,0.335657454,2014,1,0
Maravatio,0.360495857,2014,1,0
Contepec,0.26913659,2014,1,0
Huetamo,0.385598154,2014,1,0
San Lucas,0.301394409,2014,1,0
Tangancicuaro,0.281226134,2014,1,1
Purepero,0.336344583,2014,1,1
Tlazazalca,0.229361056,2014,1,0
Cojumatlan de Regules,0.350265012,2014,1,0
Irimbo,0.20163563,2014,1,0
Aporo,0.151922281,2014,1,0
Tuxpan,0.385261316,2014,1,1
Senguio,0.160829658,2014,1,0
Charo,0.286585136,2014,1,0
Alvaro Obregon,0.432853397,2014,1,0
Chavinda,0.302885929,2014,1,0
Tangamandapio,0.236616089,2014,1,1
Ziracuaretiro,0.240530095,2014,1,1
Nuevo Parangaricutiro,0.300481217,2014,1,1
Coeneo,0.144274476,2014,1,0
Jimenez,0.28612011,2014,1,0
Yurecuaro,0.335554245,2014,1,0
Nahuatzen,0.151685818,2014,1,0
Ecuandureo,0.34943943,2014,1,0
Villamar,0.293544368,2014,1,0
Coalcoman,0.352841748,2014,1,0
Tiquicheo,0.184772022,2014,1,0
Tumbiscatio,0.094017094,2014,1,0
Tuzantla,0.134739535,2014,1,0
Aguililla,0.326828103,2014,1,0
Huaniqueo,0.152801041,2014,1,0
Ixtlan,0.141711827,2014,1,0
Tancitaro,0.350056129,2014,1,1
Cuitzeo,0.337450325,2014,1,0
Chucandiro,0.102777778,2014,1,0
Santa Ana Maya,0.232590238,2014,1,0
Huandacareo,0.219669489,2014,1,0
Copandaro,0.03315035,2014,1,0
Tzitzio,0.275655864,2014,1,0
Marcos Castellanos,0.189963765,2014,1,0
Juarez,0.262969084,2014,1,1
Coahuayana,0.341892914,2014,1,0
Aquila,0.436394597,2014,1,0
Epitacio Huerta,0,2014,1,0
Apatzingan,0.412368571,2015,1,1
Arteaga,0.339924572,2015,1,0
Cotija,0.405675171,2015,1,1
Charapan,0.408986293,2015,1,0
Cheran,0.149952527,2015,1,0
Chilchota,0.174936805,2015,1,1
Gabriel Zamora,0.29656158,2015,1,0
Hidalgo,0.431964941,2015,1,1
Jacona,0.407045781,2015,1,0
Jiquilpan,0.405829069,2015,1,0
Jungapeo,0.331262292,2015,1,1
La Piedad,0.413349694,2015,1,0
Lazaro Cardenas,0.445313138,2015,1,0
Los Reyes,0.410219271,2015,1,1
Morelia,0.438636142,2015,1,0
Mugica,0.349855499,2015,1,0
Nocupetaro,0.150702743,2015,1,0
Nuevo Urecho,0.105288375,2015,1,0
Paracuaro,0.197021851,2015,1,0
Paracho,0.357482095,2015,1,0
Patzcuaro,0.409132229,2015,1,1
Periban,0.283155665,2015,1,1
Quiroga,0.174249445,2015,1,1
Sahuayo,0.350913475,2015,1,0
Tacambaro,0.373274152,2015,1,1
Taretan,0.403791774,2015,1,1
Tinguindin,0.357276042,2015,1,1
Tocumbo,0.442823299,2015,1,1
Turicato,0.156608104,2015,1,1
Uruapan,0.410091505,2015,1,1
Venustiano Carranza,0.235278944,2015,1,0
Zacapu,0.417825261,2015,1,0
Zamora,0.418490365,2015,1,0
Zitacuaro,0.411398659,2015,1,1
Tarimbaro,0.372903072,2015,1,1
Angangueo,0.318719865,2015,1,0
Acuitzio,0.142949739,2015,1,1
Ario,0.304163581,2015,1,1
Erongaricuaro,0.11153316,2015,1,1
La Huacana,0.36150188,2015,1,0
Huiramba,0.070460291,2015,1,1
Lagunillas,0.324910504,2015,1,1
Madero,0.276546745,2015,1,1
Salvador Escalante,0.306917239,2015,1,1
Tingambato,0.27998308,2015,1,1
Tzintzuntzan,0.154010952,2015,1,1
Angamacutiro,0.204419049,2015,1,0
Jose Sixto Verduzco,0.271463133,2015,1,0
Morelos,0.104322832,2015,1,0
Panindicuaro,0.324344073,2015,1,0
Penjamillo,0.431047229,2015,1,0
Puruandiro,0.36249558,2015,1,0
Churumuco,0.169133387,2015,1,0
Tlalpujahua,0.352238082,2015,1,0
Tepalcatepec,0.375745013,2015,1,0
Buenavista,0.315105353,2015,1,0
Pajacuaran,0.133185163,2015,1,0
Zinapecuaro,0.336201652,2015,1,1
Querendaro,0.060618195,2015,1,0
Indaparapeo,0.069380581,2015,1,0
Ocampo,0.096693141,2015,1,1
Vista Hermosa,0.218833734,2015,1,0
Tanhuato,0.362417796,2015,1,0
Brisenas,0.206107916,2015,1,0
Zinaparo,0.061403509,2015,1,0
Churintzio,0.156146828,2015,1,0
