cve,year,se1_0,se1_1,se1_3,se1_4,se1_5,se1_6,se1_7,se1_8,se1_9,rs_w1,rs_w2,rs_w3,rs_w4,rs_w5,rs_w6,rs_w7,rs_w8,rs_w9,rs_w10,rs_w11,rs_w12,rs_w13,rs_w14,rs_w15,rs_w16,rs_w17,rs_w18,rs_w19,rs_w20,rs_w21,rs_w22,rs_w23,rs_w24,rs_w25,sp_1,sp_2,sp_3,sp_4,sp_5,sp_6,sp_7,mun,trat,pto
O78,2013,22,0,487,30,0,491,403,228,157,82,1303,257,102,14,34,16,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,173,343,1302,0,0,0,0,Marcos Castellanos,0,1
C82,2013,300,24,2876,1778,2284,7688,1023,3018,4568,1465,10354,3172,1866,1199,925,745,662,562,394,350,270,210,185,234,191,165,145,94,72,42,40,50,43,90,2219,5531,8600,5458,0,1751,0,Hidalgo,1,1
C85,2013,273,0,545,112,0,516,0,240,114,84,835,307,152,86,86,92,80,37,14,10,5,6,2,2,0,0,0,0,0,0,0,2,0,0,132,341,1022,305,0,0,0,Jungapeo,1,1
D09,2013,534,0,5138,1600,700,12402,1421,6277,4872,1433,14019,4849,2881,1927,1390,1227,970,762,619,532,461,328,272,204,158,158,150,80,58,48,69,40,39,145,2556,6581,13316,7282,1882,1221,0,Zitacuaro,1,1
H44,2013,0,604,43,32,0,76,0,71,128,7,480,237,62,89,10,3,2,25,0,14,1,12,0,0,0,0,0,0,12,0,0,0,0,0,59,164,199,532,0,0,0,Angangueo,0,1
N97,2013,0,5,1933,159,0,280,0,84,129,248,1254,419,257,143,37,68,18,29,9,4,8,16,11,6,51,0,0,12,0,0,0,0,0,0,159,317,1680,434,0,0,0,Tlalpujahua,0,1
O27,2013,60,0,425,92,0,132,12,26,0,12,563,98,62,0,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,266,376,0,0,0,0,Ocampo,1,1
O34,2013,0,43,1252,694,0,5690,1624,2224,998,431,6333,1786,1057,784,523,346,217,229,146,132,108,86,75,24,40,42,32,27,4,16,10,0,1,40,953,2476,6170,2926,0,0,0,Maravatio,0,1
O35,2013,0,0,680,180,0,239,0,728,130,49,808,624,208,111,47,26,24,15,9,0,2,22,1,0,1,0,0,0,6,4,0,0,0,0,50,108,929,459,411,0,0,Contepec,0,1
O36,2013,186,753,357,284,0,2683,65,604,811,400,2670,801,435,378,252,192,132,138,72,43,40,29,29,26,8,18,22,4,12,0,0,0,16,26,394,1198,2149,2002,0,0,0,Huetamo,0,1
O37,2013,453,0,269,40,0,682,183,68,0,66,993,304,102,88,31,44,29,1,0,10,4,11,0,0,0,0,0,0,0,0,0,0,0,12,67,187,879,436,49,77,0,San Lucas,0,1
O44,2013,8,48,259,46,0,674,13,13,0,35,683,192,91,35,12,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,247,467,283,0,0,0,Irimbo,0,1
O45,2013,0,0,48,0,0,5,39,0,4,0,53,39,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,87,0,0,0,0,0,Aporo,0,1
O46,2013,900,0,202,261,198,835,3,417,360,246,1707,481,168,164,88,42,56,33,60,36,24,4,13,13,8,2,2,7,0,3,0,0,0,19,299,1003,1574,300,0,0,0,Tuxpan,1,1
O47,2013,40,0,45,153,0,263,0,0,84,127,347,64,40,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,159,411,0,0,0,0,Senguio,0,1
O64,2013,0,0,0,338,0,173,0,0,0,36,101,159,81,66,25,9,11,4,4,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,17,86,132,276,0,0,0,Tiquicheo,0,1
O66,2013,0,0,30,207,0,126,57,12,0,0,335,80,12,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,110,177,103,18,0,0,Tuzantla,0,1
O79,2013,0,0,0,63,0,216,0,15,0,0,84,75,82,29,0,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,15,255,13,0,0,0,Juarez,1,1
S54,2013,0,0,36,0,0,12,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,36,0,0,0,0,0,Epitacio Huerta,0,1
C76,2013,0,114,0,0,1555,98,161,111,0,0,213,98,140,40,118,98,112,108,103,85,92,102,77,103,99,66,62,64,48,47,37,34,43,50,56,220,607,1156,0,0,0,Arteaga,0,1
C87,2013,351,2542,13722,7831,2537,20861,12441,17421,8689,2036,26304,11698,8142,6380,4722,3655,3206,2512,2251,1866,1616,1414,1140,1082,1125,922,812,845,652,688,735,452,527,1417,4205,13976,30085,19401,4011,4895,9698,Lazaro Cardenas,0,1
O61,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Chinicuila,0,1
O81,2014,512,0,105,123,245,304,102,327,0,12,804,303,201,134,63,48,2,17,47,19,14,9,0,6,13,2,0,1,3,0,0,0,0,8,149,470,1099,0,0,0,0,Coahuayana,0,1
O82,2014,12,1049,0,473,0,338,383,256,0,38,825,278,166,122,264,146,112,85,55,37,51,35,41,37,29,28,15,13,10,4,13,22,8,52,84,234,937,1256,0,0,0,Aquila,0,1
C89,2014,3332,912,52926,17116,6580,81878,15152,68583,39428,20647,69939,41773,28973,21005,15952,12770,10601,8319,7577,6389,5550,4934,4021,3746,3350,2891,2282,2071,1891,1757,1487,1290,1288,4701,17343,41842,85550,67140,33951,20432,19426,Morelia,0,1
C91,2014,0,0,0,24,0,98,0,68,0,0,72,102,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,142,0,0,0,0,Nocupetaro,0,1
C95,2014,463,0,2130,1913,758,8661,1098,3628,4537,1233,10197,3605,2041,1164,716,704,620,538,367,217,335,191,197,152,243,143,112,57,39,38,45,36,33,145,1704,4467,8884,6819,1302,0,0,Patzcuaro,1,1
C97,2014,0,0,434,174,0,1623,0,787,416,490,1981,507,158,84,42,49,57,0,9,9,3,20,3,0,8,0,0,0,0,0,0,0,12,0,424,900,1604,506,0,0,0,Quiroga,1,1
C99,2014,1895,40,1940,556,346,4412,262,1197,1836,757,4662,2293,1348,731,357,249,208,151,177,169,79,148,89,62,30,58,20,14,42,41,17,4,8,60,638,2061,5515,3480,59,321,312,Tacambaro,1,1
D04,2014,406,0,104,0,0,517,12,156,56,113,554,153,112,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,256,553,104,299,0,0,Turicato,1,1
D07,2014,646,184,8076,2050,713,8601,1315,4431,1958,2152,13333,3467,2135,1532,946,654,498,349,325,292,272,202,248,210,187,150,112,122,60,37,28,46,42,230,2624,6788,10919,4961,2430,0,0,Zacapu,0,1
D10,2014,404,79,3199,1389,0,4923,322,759,1955,575,4937,2325,1540,979,662,420,350,311,155,119,109,63,133,78,26,40,18,21,1,22,14,0,12,63,621,1965,4962,3734,824,924,0,Tarimbaro,1,1
K77,2014,295,20,195,0,48,168,0,59,132,85,527,247,40,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,304,506,0,0,0,0,Acuitzio,1,1
K78,2014,1117,0,391,131,0,2537,433,652,854,502,3082,850,675,250,210,114,69,91,63,16,7,33,14,6,10,4,0,2,2,2,0,0,12,2,505,1854,2599,1094,0,0,0,Ario,1,1
K79,2014,0,0,101,0,0,144,0,35,132,44,286,24,12,30,12,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,104,290,0,0,0,0,Erongaricuaro,1,1
K80,2014,0,1643,12,215,0,474,12,165,180,12,643,505,440,228,200,119,129,112,76,22,22,22,36,4,18,10,13,6,11,5,2,4,6,6,129,206,676,1640,0,0,0,La Huacana,0,1
K81,2014,29,0,41,149,0,72,0,0,70,36,272,48,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,90,235,0,0,0,0,Huiramba,1,1
K82,2014,44,0,0,166,0,260,19,540,0,36,240,160,140,153,50,60,43,50,23,18,14,0,30,3,9,0,0,0,0,0,0,0,0,0,10,116,273,630,0,0,0,Lagunillas,1,1
K83,2014,74,0,378,36,0,386,0,67,91,40,547,157,109,40,34,21,17,7,0,0,5,0,12,0,0,0,0,0,0,0,0,0,0,0,50,280,659,0,0,0,0,Madero,1,1
K84,2014,762,10,1494,27,0,638,12,989,287,459,2192,697,321,160,82,72,39,92,11,29,12,36,0,13,0,2,0,2,0,0,0,0,0,0,198,1163,1835,1023,0,0,0,Salvador Escalante,1,1
K86,2014,48,0,70,36,0,247,0,60,0,12,263,102,68,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,248,186,0,0,0,0,Tzintzuntzan,1,1
L22,2014,50,0,54,0,0,418,0,166,171,12,669,39,54,48,25,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,266,477,0,0,0,0,Angamacutiro,0,1
L23,2014,114,0,210,3,107,433,24,70,0,36,662,131,47,38,23,18,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,182,691,0,0,0,0,Jose Sixto Verduzco,0,1
L24,2014,0,0,17,0,0,125,0,24,0,26,125,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,48,72,0,0,0,0,Morelos,0,1
L25,2014,0,0,277,480,0,476,0,348,80,77,695,324,175,161,81,47,18,48,1,0,0,0,2,18,2,0,0,0,0,0,0,0,0,0,176,301,799,385,0,0,0,Panindicuaro,0,1
L27,2014,725,151,1477,593,400,5681,406,1826,1637,575,6378,2114,1079,635,399,208,242,151,140,91,93,55,97,67,128,40,39,30,19,15,4,4,0,6,1342,3278,6026,2016,0,0,0,Puruandiro,0,1
M45,2014,0,0,19,0,0,96,0,24,0,8,83,19,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,14,84,0,0,0,0,Churumuco,0,1
O24,2014,347,85,618,746,290,2315,488,1116,221,441,3524,859,311,238,112,101,104,83,68,20,56,40,24,22,35,12,15,4,2,4,2,4,2,16,545,1627,3313,637,0,0,0,Zinapecuaro,1,1
O25,2014,75,0,165,12,0,103,29,56,73,49,387,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,245,132,0,0,0,0,Querendaro,0,1
O26,2014,31,0,268,0,0,122,0,0,97,105,389,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,209,254,0,0,0,0,Indaparapeo,0,1
O48,2014,293,122,258,211,0,307,204,33,19,186,545,352,197,90,10,16,20,0,12,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,95,248,1104,0,0,0,0,Charo,0,1
O49,2014,334,0,210,124,0,426,546,480,141,172,1212,179,68,49,57,72,116,73,47,82,14,20,22,4,10,11,4,0,0,0,0,0,0,26,136,662,1451,0,0,0,0,Alvaro Obregon,0,1
O54,2014,24,0,59,95,0,397,20,110,175,121,589,132,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,432,326,0,0,0,0,Coeneo,0,1
O55,2014,0,0,336,116,0,328,126,106,120,82,557,244,96,37,43,29,9,14,6,12,1,2,0,0,0,0,0,0,0,0,0,0,0,0,133,248,415,336,0,0,0,Jimenez,0,1
O68,2014,58,0,182,24,0,187,38,48,0,24,420,70,0,0,11,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,127,386,0,0,0,0,Huaniqueo,0,1
O71,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Caracuaro,0,1
O72,2014,253,0,655,1060,184,560,65,124,250,178,1644,588,209,157,88,44,50,27,27,29,26,20,20,2,6,8,8,2,0,2,2,2,0,0,193,345,1553,364,627,57,0,Cuitzeo,0,1
O73,2014,0,0,36,0,0,12,0,0,0,36,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,0,0,0,0,0,Chucandiro,0,1
O74,2014,0,0,231,36,0,240,0,39,36,36,346,54,72,35,15,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,205,260,0,0,0,0,Santa Ana Maya,0,1
O75,2014,234,0,216,31,63,559,198,624,136,190,1419,136,116,48,48,12,16,8,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,676,1165,0,0,0,0,Huandacareo,0,1
O76,2014,65,0,70,130,0,74,24,43,0,4,379,13,4,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,255,122,0,0,0,0,Copandaro,0,1
O77,2014,12,0,0,0,0,86,0,0,0,0,13,63,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,85,0,0,0,0,Tzitzio,0,1
C75,2014,795,35,4395,1870,908,13800,1788,5733,3450,2828,15360,4856,2517,1538,904,670,631,510,419,386,313,226,226,201,174,244,97,129,68,97,85,41,61,139,2988,8478,14129,7165,14,0,0,Apatzingan,1,1
C78,2014,0,0,24,96,0,51,12,4,24,28,127,22,9,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,67,79,0,0,0,0,Charapan,0,1
C79,2014,0,0,12,82,0,304,4,1,124,53,267,126,53,16,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,71,439,0,0,0,0,Cheran,0,1
C81,2014,374,0,489,101,160,786,36,78,97,229,958,451,152,82,68,49,29,26,15,20,6,4,17,4,4,2,2,0,0,0,0,0,2,1,90,470,1382,179,0,0,0,Gabriel Zamora,0,1
C90,2014,388,0,1330,1482,384,2998,73,583,249,795,3886,1132,447,258,192,157,82,91,84,65,49,68,41,38,20,18,16,2,4,6,3,4,13,16,504,1692,3210,2081,0,0,0,Mugica,0,1
C92,2014,152,0,9,0,0,130,0,5,0,61,196,36,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,31,238,0,0,0,0,Nuevo Urecho,0,1
C93,2014,164,0,250,12,98,639,0,24,15,196,792,108,27,20,13,34,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,213,493,404,0,0,0,Paracuaro,0,1
C94,2014,0,0,1948,76,220,1334,10,447,97,587,1976,638,269,162,102,65,48,32,50,57,33,26,18,25,16,6,14,2,0,2,0,2,0,2,315,713,3104,0,0,0,0,Paracho,0,1
D01,2014,1146,0,1078,119,0,501,39,200,107,704,850,271,192,155,125,90,103,52,80,61,45,30,36,14,22,18,12,6,0,0,0,0,0,0,180,567,560,772,703,408,0,Taretan,1,1
D05,2014,6898,89,28983,6843,3465,41719,6473,22248,13362,13462,41423,21745,13617,9201,6203,4752,3615,2763,2137,1725,1261,1031,954,872,812,690,682,369,324,311,235,269,233,974,9710,24980,43527,32641,11286,2677,5003,Uruapan,1,1
K85,2014,605,0,24,49,0,244,12,429,0,109,464,258,253,125,90,19,21,0,0,0,0,0,2,22,0,0,0,0,0,0,0,0,0,0,147,373,419,424,0,0,0,Tingambato,1,1
O21,2014,900,588,281,334,422,2172,124,619,190,698,2526,955,282,183,197,186,127,112,75,70,41,64,17,20,12,12,2,10,9,3,0,1,2,14,365,1364,2226,1266,409,0,0,Tepalcatepec,0,1
O22,2014,142,0,777,242,303,1060,51,204,206,288,1724,400,324,109,78,20,12,0,18,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,349,601,2035,0,0,0,0,Buenavista,0,1
O52,2014,858,0,576,169,0,234,48,595,235,258,1470,507,208,165,53,28,5,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,180,651,1598,286,0,0,0,Ziracuaretiro,1,1
O53,2014,1650,0,903,119,0,754,0,519,411,555,2483,629,348,87,44,62,36,23,12,10,22,0,1,0,11,0,0,11,0,0,22,0,0,0,210,809,2836,501,0,0,0,Nuevo Parangaricutiro,1,1
O59,2014,0,0,61,51,0,207,0,0,12,48,234,27,10,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,166,125,0,0,0,0,Nahuatzen,0,1
O63,2014,0,0,324,243,0,462,30,137,1717,188,967,497,433,181,163,112,110,59,110,17,6,17,25,0,8,0,0,9,3,0,0,0,0,0,108,513,724,1445,61,62,0,Coalcoman,0,1
O65,2014,0,0,0,36,0,0,2,0,0,0,25,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,27,9,0,0,0,0,Tumbiscatio,0,1
O67,2014,4,0,267,0,0,237,0,37,60,24,325,125,56,20,25,12,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,189,404,0,0,0,0,Aguililla,0,1
O70,2014,1902,0,1344,12,43,1066,64,536,327,707,2335,1028,446,304,200,68,26,8,11,26,2,12,31,14,6,10,16,14,2,0,0,0,4,24,587,1260,2096,1351,0,0,0,Tancitaro,1,1
C77,2014,192,0,496,149,110,2253,54,541,847,164,2018,862,468,225,173,153,105,103,46,48,51,32,28,19,20,18,7,8,4,9,7,0,2,72,376,871,2442,953,0,0,0,Cotija,1,1
C80,2014,0,48,43,108,0,668,0,99,0,94,566,171,78,37,8,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,240,598,0,0,0,0,Chilchota,1,1
C83,2014,4198,0,7196,1127,157,8223,1208,2640,1637,2117,9032,4097,2557,1881,1631,926,774,610,473,332,343,230,188,177,146,114,102,103,49,41,33,33,66,314,1272,3924,8505,7949,1837,1642,1257,Jacona,0,1
C84,2014,127,24,3740,709,868,2010,132,1304,1717,644,5238,1730,815,388,255,262,116,116,78,187,122,125,96,75,55,66,31,24,18,22,39,8,22,87,905,2407,4256,3063,0,0,0,Jiquilpan,0,1
C86,2014,2661,26,13258,2539,727,20032,1860,6642,4122,3353,21691,8407,4730,3095,2103,1469,1219,889,705,592,499,426,352,295,322,232,220,152,207,149,99,115,123,423,3303,9957,19653,15170,2847,937,0,La Piedad,0,1
C88,2014,3108,0,2821,814,619,8584,898,5616,2276,1398,12360,3215,1768,1267,910,551,541,480,283,263,259,135,139,112,143,161,125,99,71,36,19,22,45,125,2720,5803,8861,5767,1385,200,0,Los Reyes,1,1
C96,2014,1694,0,1793,372,72,3465,127,469,513,279,4256,1567,935,693,284,219,75,60,38,34,19,9,17,7,5,0,0,0,6,0,0,0,0,2,831,2282,4188,1204,0,0,0,Periban,1,1
C98,2014,399,0,4253,1534,94,9442,1468,3988,3282,1514,12739,3893,1790,1234,848,524,408,235,184,201,123,140,87,59,125,87,56,29,41,15,17,5,2,104,2443,6351,10564,5102,0,0,0,Sahuayo,0,1
D02,2014,726,0,2084,94,0,390,48,395,141,182,1678,647,407,239,280,92,77,84,40,3,17,3,21,12,0,0,15,33,0,0,0,0,24,24,313,692,1301,1572,0,0,0,Tinguindin,1,1
D03,2014,1317,0,1749,43,0,646,52,86,141,360,1591,349,163,148,149,70,87,61,94,67,44,10,38,18,46,10,12,4,14,24,12,0,16,54,257,495,1000,210,1779,293,0,Tocumbo,1,1
D06,2014,423,0,562,164,0,673,55,308,258,193,1537,346,76,121,54,64,12,14,8,4,2,0,12,0,0,0,0,0,0,0,0,0,0,0,273,827,1004,339,0,0,0,Venustiano Carranza,0,1
D08,2014,2902,242,19259,5080,1264,37901,5210,18386,13825,9766,36080,16504,10158,6795,4707,3258,2822,2140,1634,1580,1250,1027,993,639,647,576,515,407,347,354,307,243,157,781,7541,19783,38115,25418,2985,2725,7249,Zamora,0,1
L26,2014,0,0,10,17,188,279,12,133,0,60,290,51,21,36,6,31,16,45,21,8,9,12,14,4,9,2,2,0,0,2,0,0,0,0,46,213,380,0,0,0,0,Penjamillo,0,1
O23,2014,348,0,42,120,42,140,0,24,285,46,615,229,73,12,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,133,512,336,0,0,0,Pajacuaran,0,1
O28,2014,199,0,867,319,0,922,253,315,122,42,1834,512,297,191,64,33,14,4,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,163,563,1268,490,513,0,0,Vista Hermosa,0,1
O29,2014,634,0,57,6,0,729,219,385,51,255,933,235,146,126,134,34,92,47,2,12,16,12,1,22,0,0,12,0,0,0,0,0,0,2,97,333,1274,309,68,0,0,Tanhuato,0,1
O30,2014,569,0,142,91,0,255,0,112,49,233,636,91,164,45,12,0,6,0,29,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,301,587,253,0,0,0,Brisenas,0,1
O31,2014,65,0,24,0,0,115,0,0,0,0,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,136,0,0,0,0,Zinaparo,0,1
O32,2014,0,0,206,1,48,172,0,24,12,139,229,59,24,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,225,195,0,0,0,0,Churintzio,0,1
O33,2014,960,0,229,104,0,921,253,153,91,192,1237,591,300,161,58,21,12,30,22,6,10,12,6,6,0,0,4,0,0,0,0,5,8,21,130,566,1556,459,0,0,0,Numaran,0,1
O39,2014,1322,0,731,594,197,2311,335,587,646,299,4000,1203,521,192,124,83,96,38,21,22,24,16,29,25,16,4,2,0,0,0,8,0,0,0,707,1503,3600,845,0,68,0,Tangancicuaro,1,1
O40,2014,159,0,2779,143,300,1956,104,704,370,675,3085,1144,709,275,171,92,52,43,40,28,26,58,16,34,7,15,5,0,0,1,2,3,16,8,678,1361,3150,1300,26,0,0,Purepero,1,1
O41,2014,109,224,0,0,0,192,0,0,88,58,391,68,24,60,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,121,480,0,0,0,0,Tlazazalca,0,1
O43,2014,0,0,12,30,0,195,12,116,93,28,294,23,7,22,36,8,14,4,2,4,4,10,2,0,0,0,0,0,0,0,0,0,0,0,58,155,245,0,0,0,0,Cojumatlan de Regules,0,1
O50,2014,48,0,692,0,0,503,144,165,121,80,764,265,236,117,84,52,16,19,4,0,24,0,12,0,0,0,0,0,0,0,0,0,0,0,108,324,737,504,0,0,0,Chavinda,0,1
O51,2014,65,0,495,0,0,674,75,203,332,266,1165,212,92,48,24,12,0,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,268,771,805,0,0,0,0,Tangamandapio,1,1
O56,2014,950,3,1152,137,315,2725,103,418,422,47,3518,1018,523,340,161,131,69,95,60,18,55,46,48,7,17,35,4,6,10,0,10,2,0,5,457,1502,3346,795,125,0,0,Yurecuaro,0,1
O60,2014,111,0,209,65,41,1004,367,74,115,84,971,296,218,187,45,21,63,15,9,14,2,2,26,2,2,6,4,3,0,2,4,2,4,4,133,313,1540,0,0,0,0,Ecuandureo,0,1
O62,2014,53,0,0,0,0,221,14,118,11,48,255,32,28,20,12,6,4,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,184,181,0,0,0,0,Villamar,0,1
O69,2014,174,0,71,4,0,172,0,155,91,60,428,154,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,200,336,0,0,0,0,Ixtlan,0,1
O78,2014,12,0,598,42,0,480,409,207,184,123,1270,300,142,50,23,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,367,1383,0,0,0,0,Marcos Castellanos,0,1
C82,2014,311,36,3108,2755,1979,7526,1008,2678,4693,1809,10215,3102,1890,1249,927,755,660,549,414,429,284,234,177,233,234,238,151,98,95,63,51,65,53,85,2154,5383,9266,5236,311,1744,0,Hidalgo,1,1
C85,2014,256,0,696,44,0,488,3,203,93,114,660,330,172,96,96,138,83,24,12,14,20,6,14,0,0,0,0,0,0,2,0,0,0,2,175,186,986,436,0,0,0,Jungapeo,1,1
D09,2014,520,0,5005,1719,794,12980,1426,6494,5324,1835,14245,4927,2963,1986,1547,1197,1046,762,634,541,447,413,305,216,197,191,155,94,87,73,69,31,25,153,2774,6393,14215,7601,1778,1393,0,Zitacuaro,1,1
H44,2014,0,596,51,274,0,61,0,63,136,14,498,290,99,62,71,17,19,42,4,24,17,12,0,0,0,0,0,6,6,0,0,0,0,0,62,148,475,496,0,0,0,Angangueo,0,1
N97,2014,0,0,1866,163,0,287,0,98,141,325,1172,451,244,129,57,46,24,12,10,2,12,12,10,43,0,0,6,0,0,0,0,0,0,0,179,391,1567,418,0,0,0,Tlalpujahua,0,1
O27,2014,43,0,436,45,0,122,19,14,0,60,495,74,40,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,213,372,0,0,0,0,Ocampo,1,1
O34,2014,0,46,1222,1001,0,5561,1435,2331,1120,448,6238,1906,1112,902,489,390,221,182,212,131,52,127,44,36,36,31,28,9,17,14,1,0,0,40,907,2242,6575,2992,0,0,0,Maravatio,0,1
O35,2014,0,0,145,299,61,274,7,869,135,40,713,630,190,93,20,8,28,9,10,3,2,5,3,13,4,7,2,2,0,0,0,0,2,6,44,138,1154,454,0,0,0,Contepec,0,1
O36,2014,149,862,333,345,0,2553,58,552,817,387,2538,812,594,333,233,184,126,102,79,52,34,44,26,24,10,2,36,4,0,0,0,12,10,27,412,1022,1960,2275,0,0,0,Huetamo,0,1
O37,2014,410,0,284,47,0,854,154,36,0,122,860,315,240,115,32,30,31,4,3,12,1,2,0,0,0,6,0,0,0,0,0,0,12,0,77,192,850,568,48,50,0,San Lucas,0,1
O44,2014,12,42,257,109,0,703,37,12,0,55,667,270,115,32,10,12,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,217,857,50,0,0,0,Irimbo,0,1
O45,2014,0,0,54,0,0,0,36,0,70,12,100,36,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,90,58,0,0,0,0,Aporo,0,1
O46,2014,902,0,179,330,205,963,0,475,315,384,1759,457,164,210,65,52,36,61,44,21,22,4,5,33,12,2,6,4,0,0,0,0,2,26,309,927,1838,295,0,0,0,Tuxpan,1,1
O47,2014,73,0,60,44,0,240,0,0,84,190,299,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,119,352,0,0,0,0,Senguio,0,1
O64,2014,0,0,0,37,0,174,0,0,0,35,13,98,53,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,71,115,0,0,0,0,Tiquicheo,0,1
O66,2014,0,0,33,325,0,160,70,65,0,0,511,103,11,10,12,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,37,362,231,0,0,0,Tuzantla,0,1
O79,2014,0,0,0,60,0,219,0,36,0,0,135,12,96,48,0,12,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,42,253,0,0,0,0,Juarez,1,1
S54,2014,0,0,36,0,0,22,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,56,0,0,0,0,0,Epitacio Huerta,0,1
C76,2014,0,46,25,11,1538,123,105,36,94,0,183,177,61,31,98,87,115,112,113,83,85,88,91,72,84,71,67,60,50,54,45,39,49,63,66,108,681,1123,0,0,0,Arteaga,0,1
C87,2014,306,2543,15494,9117,2504,21125,12968,16986,9068,2716,26298,12345,8428,6820,5106,3653,3472,2722,2386,1897,1669,1440,1116,1245,1138,972,918,868,769,684,665,632,516,1467,4168,14008,31856,19318,4488,6333,9842,Lazaro Cardenas,0,1
